Datum;Liga;Typ;Runde;Heim;Gast;Spielort_Name;Straße;PLZ;Ort;Latitude;Longitude;Quelle
2026-03-12 22:22:00;DSG LIGA;Männer;12. Runde;DSG Dynama*Dynamo Donau FC;Dsg Cover-Direct SC;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3871318/?DSG-Dynama-Dynamo-Donau-FC-vs-Dsg-Cover-Direct-SC
2026-03-12 22:22:00;DSG Oberliga A;Männer;12. Runde;DSG Großglockner Falken;DSG Ebu Hanife Wien;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3871507/?DSG-Grossglockner-Falken-vs-DSG-Ebu-Hanife-Wien
2026-03-12 22:22:00;DSG Reserve;Männer;12. Runde;Dsg Celtic Salmannsd.;DSG Paulaner Wieden;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3872633/?Dsg-Celtic-Salmannsd-vs-DSG-Paulaner-Wieden
2026-03-12 22:22:00;DSG 1. Klasse A;Männer;12. Runde;Dsg Neulandschule;Dsg T.Hietzing;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3872247/?Dsg-Neulandschule-vs-Dsg-T-Hietzing
2026-03-12 22:22:00;DSG 1. Klasse A;Männer;12. Runde;DSG Los Andes FC;DSG PlayTogetherNow Funs;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3872121/?DSG-Los-Andes-FC-vs-DSG-PlayTogetherNow-Funs
2026-03-12 22:22:00;DSG Unterliga B;Männer;12. Runde;Dsg Endstation Hernals;DSG Kasnudl Athletic Club;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3872031/?Dsg-Endstation-Hernals-vs-DSG-Kasnudl-Athletic-Club
2026-03-12 22:22:00;DSG Unterliga B;Männer;12. Runde;DSG LGV Wien;DSG Play Together Now;Austria Mädchen AKA Haidestraße;Haidestraße 8a;1110;Wien;48.176498;16.437126;https://www.oefb.at/bewerbe/Spiel/3872007/?DSG-LGV-Wien-vs-DSG-Play-Together-Now
2026-03-12 22:22:00;DSG Unterliga B;Männer;12. Runde;DSG Wiener SK Lation;DSG District West AS;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3872034/?DSG-Wiener-SK-Lation-vs-DSG-District-West-AS
2026-03-12 22:22:00;DSG 2. Klasse A;Männer;10. Runde;Marswiese 1b;DSG Danubia CSV FC;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3872423/?Marswiese-1b-vs-DSG-Danubia-CSV-FC
2026-03-12 22:22:00;DSG 2. Klasse A;Männer;10. Runde;DSG O Jessas;DSG Real Döbling;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3872445/?DSG-O-Jessas-vs-DSG-Real-Doebling
2026-03-12 22:22:00;DSG 1. Klasse A;Männer;12. Runde;DSG Roter Stern;DSG Vienna Warriors;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872142/?DSG-Roter-Stern-vs-DSG-Vienna-Warriors
2026-03-12 22:22:00;DSG 1. Klasse A;Männer;12. Runde;DSG Lagerwiese;DSG Alxingergasse;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3872154/?DSG-Lagerwiese-vs-DSG-Alxingergasse
2026-03-12 22:22:00;DSG 2. Klasse B;Männer;8. Runde;DSG Equipo;DSG Recht Entspannt;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3872460/?DSG-Equipo-vs-DSG-Recht-Entspannt
2026-03-12 22:22:00;DSG 2. Klasse B;Männer;8. Runde;ASK Erlaa Torpedo 03 1b;DSG Finanzprofis Wr. Neustadt;ASK Erlaa;Meischlgasse 26;1230;Wien;48.141549296954906;16.3216495513916;https://www.oefb.at/bewerbe/Spiel/3872485/?ASK-Erlaa-Torpedo-03-1b-vs-DSG-Finanzprofis-Wr-Neustadt
2026-03-12 22:22:00;DSG 2. Klasse B;Männer;8. Runde;DSG Aurora Athletics;Dsg Panda;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3872467/?DSG-Aurora-Athletics-vs-Dsg-Panda
2026-03-12 22:22:00;DSG Reserve;Männer;12. Runde;DSG Vienna Internationals;DSG Pötzleinsdorf 1.SC;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3872521/?DSG-Vienna-Internationals-vs-DSG-Poetzleinsdorf-1-SC
2026-03-12 22:22:00;DSG Reserve;Männer;12. Runde;DSG Dynama*Dynamo Donau FC;DSG Meetup United;First Vienna Football Campus;Spielmanng. 8;1200;Wien;48.242739;16.370454;https://www.oefb.at/bewerbe/Spiel/3872553/?DSG-Dynama-Dynamo-Donau-FC-vs-DSG-Meetup-United
2026-03-12 22:22:00;DSG Reserve;Männer;12. Runde;DSG Hernalser Spartans FC;DSG Vienna Vibes;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3872585/?DSG-Hernalser-Spartans-FC-vs-DSG-Vienna-Vibes
2026-03-12 22:22:00;DSG Unterliga A;Männer;12. Runde;DSG Rudolfsheim I.F.;DSG Porzelona;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3871854/?DSG-Rudolfsheim-I-F-vs-DSG-Porzelona
2026-03-12 22:22:00;DSG Unterliga A;Männer;12. Runde;DSG 1. FC FI;DSG Torpedo Wien;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3871899/?DSG-1-FC-FI-vs-DSG-Torpedo-Wien
2026-03-12 22:22:00;DSG Unterliga A;Männer;12. Runde;DSG Dynamo Deluxe;DSG Spice Balls All Stars;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3871958/?DSG-Dynamo-Deluxe-vs-DSG-Spice-Balls-All-Stars
2026-03-12 22:22:00;DSG Unterliga B;Männer;12. Runde;DSG Nepomuk;DSG Hotel Kalcio;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3872099/?DSG-Nepomuk-vs-DSG-Hotel-Kalcio
2026-03-12 22:22:00;DSG Unterliga A;Männer;12. Runde;DSG Sektor 17;DSG Meidling;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3871872/?DSG-Sektor-17-vs-DSG-Meidling
2026-03-12 22:22:00;DSG Unterliga A;Männer;12. Runde;DSG Milord BLANCO FC;DSG Argos United 09;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3871975/?DSG-Milord-BLANCO-FC-vs-DSG-Argos-United-09
2026-03-12 22:22:00;DSG Unterliga A;Männer;12. Runde;DSG Hernalser Spartans FC;DSG Südtirol 16;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3871922/?DSG-Hernalser-Spartans-FC-vs-DSG-Suedtirol-16
2026-03-12 22:22:00;DSG Unterliga B;Männer;12. Runde;DSG Meetup United;Dsg Celtic Hernals;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3872049/?DSG-Meetup-United-vs-Dsg-Celtic-Hernals
2026-03-12 22:22:00;DSG 2. Klasse A;Männer;10. Runde;DSG Young Boys Döbling;DSG Dritter FC Bock;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3872398/?DSG-Young-Boys-Doebling-vs-DSG-Dritter-FC-Bock
2026-03-12 22:22:00;DSG 2. Klasse A;Männer;10. Runde;Marianum 1b;DSG Porzelona Future Team;Post Sportanlage;Roggendorfg. 2;1170;Wien;48.223531;16.32412;https://www.oefb.at/bewerbe/Spiel/3872438/?Marianum-1b-vs-DSG-Porzelona-Future-Team
2026-03-12 22:22:00;DSG Unterliga B;Männer;12. Runde;DSG Vienna Falcons;DSG Vienna Vibes;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3872002/?DSG-Vienna-Falcons-vs-DSG-Vienna-Vibes
2026-03-12 22:22:00;DSG Oberliga B;Männer;12. Runde;DSG Ukraina Wien SKV;DSG Inter Leopoldau;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3871623/?DSG-Ukraina-Wien-SKV-vs-DSG-Inter-Leopoldau
2026-03-12 22:22:00;DSG 1. Klasse A;Männer;12. Runde;DSG Atemnot;DSG Latino Vienna City S.K.;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3872213/?DSG-Atemnot-vs-DSG-Latino-Vienna-City-S-K-
2026-03-12 22:22:00;DSG 1. Klasse B;Männer;12. Runde;Dsg Blue Danube;Dsg Dynamo Döbling;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3872265/?Dsg-Blue-Danube-vs-Dsg-Dynamo-Doebling
2026-03-12 22:22:00;DSG 1. Klasse A;Männer;12. Runde;DSG Lokomotive Traisen FC;DSG Pötzleinsdorf 1.SC;Rapid Oberlaa;Franzosenweg 34;1100;Wien;48.139637;16.38679;https://www.oefb.at/bewerbe/Spiel/3872237/?DSG-Lokomotive-Traisen-FC-vs-DSG-Poetzleinsdorf-1-SC
2026-03-12 22:22:00;DSG 1. Klasse B;Männer;12. Runde;DSG Union Latina;DSG Irgendwelche FC;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3872286/?DSG-Union-Latina-vs-DSG-Irgendwelche-FC
2026-03-12 22:22:00;DSG LIGA;Männer;12. Runde;DSG Semper Victoria;DSG Magic Unicorns;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3871263/?DSG-Semper-Victoria-vs-DSG-Magic-Unicorns
2026-03-12 22:22:00;DSG LIGA;Männer;12. Runde;DSG SUSA Vienna;DSG Torpedo Lainz;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3871283/?DSG-SUSA-Vienna-vs-DSG-Torpedo-Lainz
2026-03-12 22:22:00;DSG 1. Klasse B;Männer;12. Runde;DSG Wien West;DSG Athletik Kalksburg;Schmelz;Auf der Schmelz 10;1150;Wien;48.204006;16.320261;https://www.oefb.at/bewerbe/Spiel/3872256/?DSG-Wien-West-vs-DSG-Athletik-Kalksburg
2026-03-12 22:22:00;DSG Oberliga B;Männer;12. Runde;DSG Lokomotive Döbling;Dsg Hetzendorf;NAC;Grinzinger Straße 111;1190;Wien;48.254256;16.360667;https://www.oefb.at/bewerbe/Spiel/3871612/?DSG-Lokomotive-Doebling-vs-Dsg-Hetzendorf
2026-03-12 22:22:00;DSG 1. Klasse B;Männer;12. Runde;Dsg V.E.T.;DSG Fallen Angels FC;NAC;Grinzinger Straße 111;1190;Wien;48.254256;16.360667;https://www.oefb.at/bewerbe/Spiel/3872266/?Dsg-V-E-T-vs-DSG-Fallen-Angels-FC
2026-03-12 22:22:00;DSG Oberliga B;Männer;12. Runde;Dsg O.St.Veit.Bierstube;DSG Eventus Wien;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3871554/?Dsg-O-St-Veit-Bierstube-vs-DSG-Eventus-Wien
2026-03-12 22:22:00;DSG Oberliga B;Männer;12. Runde;DSG Billroth Fc;DSG Dornbach Sox;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3871601/?DSG-Billroth-Fc-vs-DSG-Dornbach-Sox
2026-03-12 22:22:00;DSG LIGA;Männer;12. Runde;DSG Wolf Park Rangers;Dsg Spice Balls;Fortuna 05;Krottenbachstr. 53;1190;Wien;48.240363;16.335761;https://www.oefb.at/bewerbe/Spiel/3871378/?DSG-Wolf-Park-Rangers-vs-Dsg-Spice-Balls
2026-03-12 22:22:00;DSG Oberliga B;Männer;12. Runde;DSG Royal Vienna;DSG Going Toulouse;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3871644/?DSG-Royal-Vienna-vs-DSG-Going-Toulouse
2026-03-12 22:22:00;DSG 1. Klasse B;Männer;12. Runde;DSG Tudi Wien F.C.;DSG Eurasya;Wienerberg Arena;Computerstr. 3;1100;Wien;48.157919;16.3396;https://www.oefb.at/bewerbe/Spiel/3872276/?DSG-Tudi-Wien-F-C-vs-DSG-Eurasya
2026-03-13 00:00:00;ADMIRAL 2. Liga;Männer;21. Runde;First Vienna FC 1894;Young Violets Austria Wien;Naturarena Hohe Warte;Klabundgasse;1190;Wien;48.247428;16.359464;https://www.oefb.at/bewerbe/Spiel/3885965/?First-Vienna-FC-1894-vs-Young-Violets-Austria-Wien
2026-03-13 00:00:00;ADMIRAL 2. Liga;Männer;21. Runde;SK Rapid II;SKU Ertl Glas Amstetten;Allianz Stadion;Gerhard Hanappi Platz 1;1140;Wien;48.197339;16.265628;https://www.oefb.at/bewerbe/Spiel/3886097/?SK-Rapid-II-vs-SKU-Ertl-Glas-Amstetten
2026-03-13 00:00:00;ADMIRAL 2. Liga;Männer;21. Runde;Stripfing;SKN St. Pölten;FAC-Platz;Hopfengasse 8;1210;Wien;48.269916;16.3925;https://www.oefb.at/bewerbe/Spiel/3885931/?Stripfing-vs-SKN-St-Poelten
2026-03-13 19:00:00;DSG Frauen/Mädchen;Frauen;10. Runde;DSG WU Kickers;DSG Rudolfsheim I.F.;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873283/?DSG-WU-Kickers-vs-DSG-Rudolfsheim-I-F-
2026-03-13 19:00:00;DSG Frauen/Mädchen;Frauen;10. Runde;DSG Union Latina;ASK Erlaa Torpedo 03 1c;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873288/?DSG-Union-Latina-vs-ASK-Erlaa-Torpedo-03-1c
2026-03-13 19:30:00;Regionalliga Ost;Männer;21. Runde;FavAC;FCM Traiskirchen;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3920419/?FavAC-vs-FCM-Traiskirchen
2026-03-13 20:15:00;DSG Frauen/Mädchen;Frauen;10. Runde;DSG Nero Diavolo;DSG Twentyone;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873276/?DSG-Nero-Diavolo-vs-DSG-Twentyone
2026-03-13 20:15:00;DSG Frauen/Mädchen;Frauen;10. Runde;DSG Paulaner Wieden 1c;DSG Dornbach Sox;Marswiese;Neuwaldegger Str. 57a;1170;Wien;48.240031;16.277565;https://www.oefb.at/bewerbe/Spiel/3873347/?DSG-Paulaner-Wieden-1c-vs-DSG-Dornbach-Sox
2026-03-14 15:30:00;Regionalliga Ost;Männer;21. Runde;SV Donau;FC Marchfeld Donauauen;Donau;Weissauweg 1;1220;Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3920537/?SV-Donau-vs-FC-Marchfeld-Donauauen
2026-03-15 00:00:00;2. Frauen Bundesliga;Frauen;14. Runde;USC Landhaus;GAK 1902;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/oefb/Spiel/3877631/?USC-Landhaus-vs-GAK-1902
2026-03-15 00:00:00;2. Frauen Bundesliga;Frauen;14. Runde;Wiener Sport-Club;Union LUV Graz;Trainingszentrum Wr. Sportklub;Erdbrustgasse 4-18;1160;Wien;48.215234;16.303975;https://www.oefb.at/oefb/Spiel/3877681/?Wiener-Sport-Club-vs-Union-LUV-Graz
2026-03-15 00:00:00;2. Frauen Bundesliga;Frauen;14. Runde;SK Rapid;SV Hirter Kraig;Allianz Stadion / Trainingsplätze;Gerhard Hanappi Platz 1;1140;Wien;48.19799058337352;16.265119314193726;https://www.oefb.at/oefb/Spiel/3877728/?SK-Rapid-vs-SV-Hirter-Kraig
2026-03-15 14:00:00;1. Klasse A;Männer;14. Runde;FavAC 1b;Srbija Wien;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884631/?FavAC-1b-vs-Srbija-Wien
2026-03-15 20:45:00;Oberliga A Reserve;Männer;14. Runde;FC Bhf. Favoriten;Kalksburg-Rodaun;Rax-Platz;Raxstr. 3;1100;Wien;48.165093;16.365973;https://www.oefb.at/bewerbe/Spiel/3882108/?FC-Bhf-Favoriten-vs-Kalksburg-Rodaun
2026-03-15 21:00:00;Oberliga A Reserve;Männer;14. Runde;Ober St.Veit;Gradisce;ASVÖ 13;Linienamtsg. 7;1130;Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3882080/?Ober-St-Veit-vs-Gradisce
2026-03-15 21:00:00;1. Klasse A Reserve;Männer;14. Runde;ESV Ottakring;ASK Erlaa Torpedo 03;Slovan HAC;Steinbruchstr. 5a;1140;Wien;48.204405;16.305012;https://www.oefb.at/bewerbe/Spiel/3884484/?ESV-Ottakring-vs-ASK-Erlaa-Torpedo-03
2026-03-15 21:00:00;1. Klasse A Reserve;Männer;14. Runde;Yellow Star;Penzinger SV;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3884445/?Yellow-Star-vs-Penzinger-SV
2026-03-15 21:00:00;1. Klasse A Reserve;Männer;14. Runde;Polska;FC Eintracht Wien;FavAC;Kennerg. 3;1100;Wien;48.170987;16.382252;https://www.oefb.at/bewerbe/Spiel/3884601/?Polska-vs-FC-Eintracht-Wien
2026-03-15 21:00:00;1. Klasse A Reserve;Männer;14. Runde;Margaretner AC;Mariahilf;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3884596/?Margaretner-AC-vs-Mariahilf
2026-03-15 21:00:00;Oberliga A Reserve;Männer;14. Runde;Liesing ASK;Wacker Wien;Liesing;Siebenhirtenstraße 14;1230;Wien;48.133841;16.291942;https://www.oefb.at/bewerbe/Spiel/3881943/?Liesing-ASK-vs-Wacker-Wien
2026-03-15 21:00:00;Oberliga A Reserve;Männer;14. Runde;Inzersdorf;Kurdroj;Gem.Wien Inzersdorf;Vorarlberger Allee 22;1230;Wien;48.135722;16.344692;https://www.oefb.at/bewerbe/Spiel/3882114/?Inzersdorf-vs-Kurdroj
2026-03-15 21:00:00;1. Klasse A Reserve;Männer;14. Runde;Penarol Wien;Vienna 2016;Red Star Auto;Kendlerstrasse 38;1160;Wien;48.20384;16.309532;https://www.oefb.at/bewerbe/Spiel/3884630/?Penarol-Wien-vs-Vienna-2016
2026-03-15 21:00:00;Oberliga A Reserve;Männer;14. Runde;Wiener Akademik;FK Adige;Helfort;Kendlerstr. 42;1160;Wien;48.205946;16.310258;https://www.oefb.at/bewerbe/Spiel/3882007/?Wiener-Akademik-vs-FK-Adige
2026-03-15 21:00:00;1. Klasse B Reserve;Männer;14. Runde;Patron Wien;RB Jedlesee;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884832/?Patron-Wien-vs-RB-Jedlesee
2026-03-15 21:00:00;1. Klasse B Reserve;Männer;14. Runde;FC Brigittenau;WBC-IX;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884791/?FC-Brigittenau-vs-WBC-IX
2026-03-15 21:00:00;1. Klasse B Reserve;Männer;14. Runde;Wollers Komet;Real Wien;WAF Gruabn;Meldemannstr. 13;1200;Wien;48.239916;16.377702;https://www.oefb.at/bewerbe/Spiel/3884830/?Wollers-Komet-vs-Real-Wien
2026-03-15 21:00:00;1. Klasse B Reserve;Männer;14. Runde;Elite;SC Kopten;Leopoldau;Eipeldauerstr. 6;1210;Wien;48.262302;16.435964;https://www.oefb.at/bewerbe/Spiel/3884708/?Elite-vs-SC-Kopten
2026-03-15 21:00:00;1. Klasse B Reserve;Männer;14. Runde;Prater SV;Football ProSchool Vienna;Polizei Sportanlage;Dampfschiffhaufen;1220;Wien;48.221112;16.430898;https://www.oefb.at/bewerbe/Spiel/3884853/?Prater-SV-vs-Football-ProSchool-Vienna
2026-03-15 21:00:00;Oberliga A Reserve;Männer;14. Runde;Triester;Rennweger SV;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3882243/?Triester-vs-Rennweger-SV
2026-03-15 21:00:00;Oberliga B Reserve;Männer;14. Runde;Torin Adler;Marianum;Ostbahn 11;Hasenleitengasse 49;1110;Wien;48.164581;16.419164;https://www.oefb.at/bewerbe/Spiel/3882565/?Torin-Adler-vs-Marianum
2026-03-15 21:00:00;1. Klasse B Reserve;Männer;14. Runde;Teco7 FC;Austria XVII;ASKÖ XX;Hopsagasse 5;1200;Wien;48.247288;16.371731;https://www.oefb.at/bewerbe/Spiel/3885014/?Teco7-FC-vs-Austria-XVII
2026-03-15 21:00:00;Oberliga B Reserve;Männer;14. Runde;FCJ Alt-Ottakring;1210 Wien;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3882280/?FCJ-Alt-Ottakring-vs-1210-Wien
2026-03-15 21:00:00;1. Klasse B Reserve;Männer;14. Runde;Vorwärts Wien 2016;Bozok Wien;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3884700/?Vorwaerts-Wien-2016-vs-Bozok-Wien
2026-03-15 21:00:00;Oberliga B Reserve;Männer;14. Runde;KSC / FCB Donaustadt;Marswiese;Donaustadt - Gemeinde Wien 22;Am Langen Felde 60;1220;Wien;48.250398;16.449018;https://www.oefb.at/bewerbe/Spiel/3882285/?KSC-FCB-Donaustadt-vs-Marswiese
2026-03-15 21:00:00;Oberliga B Reserve;Männer;14. Runde;UFK Schwemm;Gartenstadt;Union Landhaus;Jochbergengasse;1210;Wien;48.279498;16.40318;https://www.oefb.at/bewerbe/Spiel/3882294/?UFK-Schwemm-vs-Gartenstadt
2026-03-15 21:00:00;Oberliga B Reserve;Männer;14. Runde;Hirschstetten;SC Großfeld;WFV-22 Hirschstetten;Oberfeldgasse 41;1220;Wien;48.241394;16.473635;https://www.oefb.at/bewerbe/Spiel/3882528/?Hirschstetten-vs-SC-Grossfeld
2026-03-15 21:00:00;Oberliga B Reserve;Männer;14. Runde;Royal Persia;Süssenbrunn;Donau;Weissauweg 1;1220;Wien;48.230013;16.421625;https://www.oefb.at/bewerbe/Spiel/3882441/?Royal-Persia-vs-Suessenbrunn
2026-03-15 23:00:00;Wiener Stadtliga;Männer;18. Runde;1980 Wien;Red Star Penzing;Franz Koci Anlage;Franz Koci-Straße 1;1100;Wien;48.144813;16.395031;https://www.oefb.at/bewerbe/Spiel/3873525/?1980-Wien-vs-Red-Star-Penzing
2026-03-15 23:00:00;2. Landesliga;Männer;18. Runde;Gersthofer SV;Columbia Floridsdorf;Gersthof Post III;Schumanng. 105;1170;Wien;48.225324870552456;16.328420452719126;https://www.oefb.at/bewerbe/Spiel/3913235/?Gersthofer-SV-vs-Columbia-Floridsdorf
2026-03-15 23:00:00;Wiener Stadtliga;Männer;18. Runde;LAC-Inter;FC Mauerwerk Immo;LAC;Baumg. 87;1030;Wien;48.19099;16.408953;https://www.oefb.at/bewerbe/Spiel/3873754/?LAC-Inter-vs-FC-Mauerwerk-Immo
2026-03-15 23:00:00;Frauen 1. Klasse;Frauen;12. Runde;Wiener Viktoria 1b;SC Pötzleinsdorf;Wr. Viktoria;Oswaldg. 34;1120;Wien;48.167696;16.324931;https://www.oefb.at/bewerbe/Spiel/3878140/?Wiener-Viktoria-1b-vs-SC-Poetzleinsdorf
2026-03-15 23:00:00;Frauen 1. Klasse;Frauen;12. Runde;ASK Erlaa Torpedo 03;DSG Alxingergasse;Schmelz;Auf der Schmelz 10;1150;Wien;48.204006;16.320261;https://www.oefb.at/bewerbe/Spiel/3878169/?ASK-Erlaa-Torpedo-03-vs-DSG-Alxingergasse
2026-03-15 23:00:00;Wiener Stadtliga;Männer;18. Runde;Hellas Kagran;SK Slovan HAC;Hellas Kagran Sport-Arena;Natorpgasse 2;1220;Wien;48.241765;16.444089;https://www.oefb.at/bewerbe/Spiel/3873664/?Hellas-Kagran-vs-SK-Slovan-HAC
2026-03-15 23:00:00;Frauen 1. Klasse;Frauen;12. Runde;Paulaner Wieden;Dynama*Dynamo Donau FC;Staw-Platz / KSV-Platz;Rustenschacher Allee 3-5;1020;Wien;48.209699;16.399002;https://www.oefb.at/bewerbe/Spiel/3878132/?Paulaner-Wieden-vs-Dynama-Dynamo-Donau-FC
2026-03-15 23:00:00;2. Landesliga;Männer;18. Runde;Cro-Vienna;Ankerbrot;Gem.Wien 10, Eibesbrunnerg.;Eibesbrunnergasse 13;1100;Wien;48.16619991249413;16.336755752563477;https://www.oefb.at/bewerbe/Spiel/3913062/?Cro-Vienna-vs-Ankerbrot
2026-03-15 23:00:00;Frauen 1. Klasse;Frauen;12. Runde;ASV 13;USC Landhaus 1c;ASVÖ 13;Linienamtsg. 7;1130;Wien;48.163089;16.276184;https://www.oefb.at/bewerbe/Spiel/3878117/?ASV-13-vs-USC-Landhaus-1c
2026-03-15 23:00:00;2. Landesliga;Männer;18. Runde;Maccabi Wien;SV Essling;Körner Trainingszentrum powered by Varta;Josef Fritsch Weg 2-4;1020;Wien;48.207304;16.428909;https://www.oefb.at/bewerbe/Spiel/3913162/?Maccabi-Wien-vs-SV-Essling
2026-03-15 23:00:00;Wiener Stadtliga;Männer;18. Runde;1.Simmeringer SC;SV Wienerberg 1921;Simmering;Simmeringer Hauptstr. 207-211;1110;Wien;48.165064;16.425843;https://www.oefb.at/bewerbe/Spiel/3873573/?1-Simmeringer-SC-vs-SV-Wienerberg-1921
2026-03-15 23:00:00;Wiener Stadtliga;Männer;18. Runde;FC Stadlau;WAF pinova Telekom;Stadlau;Erzherzog Karl Str. 108;1220;Wien;48.230244;16.450798;https://www.oefb.at/bewerbe/Spiel/3873510/?FC-Stadlau-vs-WAF-pinova-Telekom
2026-03-15 23:00:00;Wiener Stadtliga;Männer;18. Runde;Austria XIII Auhof Center;SV Dinamo Helfort;Kinkplatz - Austria 13;Kinkplatz;1140;Wien;48.199991;16.276404;https://www.oefb.at/bewerbe/Spiel/3873688/?Austria-XIII-Auhof-Center-vs-SV-Dinamo-Helfort
