href,source_url,first_seen_utc
https://www.oefb.at/bewerbe/Spiel/3865895/?LASK-vs-SV-Oberbank-Ried,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865815/?SK-Puntigamer-Sturm-Graz-vs-FK-Austria-Wien,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865890/?SK-Rapid-vs-WSG-Tirol,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865827/?SV-Oberbank-Ried-vs-TSV-Egger-Glas-Hartberg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865784/?FC-Blau-Weiss-Linz-vs-Grazer-AK-1902,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865849/?RZ-Pellets-WAC-vs-FC-Red-Bull-Salzburg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865882/?SCR-Altach-vs-LASK,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865819/?Grazer-AK-1902-vs-SK-Rapid,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865901/?LASK-vs-FC-Blau-Weiss-Linz,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865844/?SCR-Altach-vs-WSG-Tirol,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865880/?FC-Red-Bull-Salzburg-vs-SK-Puntigamer-Sturm-Graz,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865893/?FK-Austria-Wien-vs-SV-Oberbank-Ried,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865872/?TSV-Egger-Glas-Hartberg-vs-RZ-Pellets-WAC,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865908/?SK-Rapid-vs-FK-Austria-Wien,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865809/?SK-Puntigamer-Sturm-Graz-vs-TSV-Egger-Glas-Hartberg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865810/?WSG-Tirol-vs-FC-Red-Bull-Salzburg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865851/?FC-Blau-Weiss-Linz-vs-SCR-Altach,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865801/?RZ-Pellets-WAC-vs-LASK,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865839/?SV-Oberbank-Ried-vs-Grazer-AK-1902,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865783/?FC-Red-Bull-Salzburg-vs-SK-Rapid,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
https://www.oefb.at/bewerbe/Spiel/3865806/?LASK-vs-TSV-Egger-Glas-Hartberg,https://wfv.at/wfv/Bewerb/227113?ADMIRAL-Bundesliga-Grunddurchgang,2026-05-26T17:22:05Z
